DATAFLOW;LAST UPDATE;freq;unit;operator;procstat;geo;TIME_PERIOD;OBS_VALUE
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Hungary;2019;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Hungary;2020;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Hungary;2021;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Hungary;2022;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Ireland;2013;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Ireland;2014;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Ireland;2015;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Ireland;2016;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Ireland;2018;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Ireland;2019;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Ireland;2020;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Ireland;2021;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Ireland;2022;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Iceland;2013;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Iceland;2014;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Iceland;2015;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Iceland;2016;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Iceland;2017;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Iceland;2018;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Iceland;2019;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Iceland;2020;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Iceland;2021;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Iceland;2022;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Italy;2013;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Italy;2014;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Italy;2015;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Italy;2016;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Italy;2017;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Italy;2018;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Italy;2019;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Italy;2020;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Italy;2021;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Italy;2022;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Lithuania;2013;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Lithuania;2014;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Lithuania;2015;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Lithuania;2016;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Lithuania;2017;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Lithuania;2018;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Lithuania;2019;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Lithuania;2020;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Lithuania;2021;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Lithuania;2022;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Luxembourg;2013;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Luxembourg;2015;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Luxembourg;2016;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Luxembourg;2017;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Luxembourg;2018;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Luxembourg;2019;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Luxembourg;2020;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Luxembourg;2021;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Luxembourg;2022;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Latvia;2013;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Latvia;2014;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Latvia;2018;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Latvia;2020;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Latvia;2021;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Latvia;2022;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Montenegro;2013;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Montenegro;2014;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Montenegro;2015;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Montenegro;2021;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Montenegro;2022;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;North Macedonia;2013;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;North Macedonia;2014;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;North Macedonia;2015;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;North Macedonia;2017;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;North Macedonia;2018;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;North Macedonia;2019;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;North Macedonia;2020;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;North Macedonia;2021;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;North Macedonia;2022;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Malta;2021;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Malta;2022;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Netherlands;2013;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Netherlands;2014;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Netherlands;2015;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Netherlands;2016;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Netherlands;2017;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Netherlands;2018;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Netherlands;2019;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Netherlands;2020;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Netherlands;2021;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Netherlands;2022;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Norway;2013;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Norway;2014;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Norway;2015;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Norway;2016;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Norway;2017;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Norway;2018;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Norway;2019;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Norway;2020;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Norway;2021;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Norway;2022;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Poland;2013;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Poland;2014;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Poland;2015;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Poland;2016;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Poland;2017;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Poland;2018;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Poland;2019;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Poland;2020;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Poland;2021;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Poland;2022;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Portugal;2016;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Portugal;2018;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Portugal;2019;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Portugal;2020;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Portugal;2021;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Portugal;2022;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Romania;2013;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Romania;2018;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Romania;2019;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Romania;2020;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Romania;2021;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Romania;2022;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Serbia;2013;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Serbia;2014;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Serbia;2015;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Serbia;2016;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Serbia;2017;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Serbia;2018;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Serbia;2019;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Serbia;2020;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Serbia;2021;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Serbia;2022;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Sweden;2013;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Sweden;2014;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Sweden;2015;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Sweden;2016;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Sweden;2017;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Sweden;2018;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Sweden;2019;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Sweden;2020;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Sweden;2021;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Sweden;2022;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Slovenia;2013;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Slovenia;2014;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Slovenia;2015;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Slovenia;2016;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Slovenia;2017;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Slovenia;2018;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Slovenia;2019;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Slovenia;2020;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Slovenia;2021;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Slovenia;2022;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Slovakia;2013;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Slovakia;2015;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Slovakia;2016;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Slovakia;2017;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Slovakia;2018;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Slovakia;2019;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Slovakia;2020;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Slovakia;2021;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Slovakia;2022;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Türkiye;2013;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Türkiye;2014;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Türkiye;2015;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Türkiye;2016;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Türkiye;2017;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Türkiye;2018;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Türkiye;2019;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Türkiye;2020;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Türkiye;2021;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;Türkiye;2022;
EUROSTAT;05.02.2024 11:00;Annual;Number;Importers;Registration withdrawn during year;United Kingdom;2013;
